Student-name,student_id,cgpa,coding_skill,communication_skill,aptitude_skill,problem_solving,projects_count,internship_count,internship_company_level,certification_count,certification_company_level,technical_skills,tools_known,placement_probability,placement_status
Student_1720,STU101719,6.2,10,5,6,4,4,2,0,2,1,4,3,70.53,1
Student_1721,STU101720,5.71,4,4,10,6,0,0,2,0,2,1,3,56.68,1
Student_1722,STU101721,5.61,1,1,5,3,5,4,0,7,1,11,4,40.41,0
Student_1723,STU101722,6.52,3,5,10,9,1,2,2,4,0,4,2,64.43,1
Student_1724,STU101723,5.51,4,7,9,8,2,1,2,0,2,10,7,63.82,1
Student_1725,STU101724,8.46,2,1,2,6,1,3,0,4,2,6,7,51.15,1
Student_1726,STU101725,5.31,2,2,9,9,4,1,2,4,0,6,9,52.26,1
Student_1727,STU101726,7.55,2,9,9,10,6,4,0,8,1,3,8,77.02,1
Student_1728,STU101727,9.98,1,5,10,9,5,2,1,2,0,2,3,75.89,1
Student_1729,STU101728,9.07,10,7,9,2,2,2,2,8,0,8,5,85.32,1
Student_1730,STU101729,8.08,2,2,10,9,5,2,0,7,1,9,8,65.52,1
Student_1731,STU101730,6.53,6,7,10,8,3,3,1,1,2,10,8,75.24,1
Student_1732,STU101731,8.12,3,7,4,2,2,2,2,8,2,10,2,60.01,1
Student_1733,STU101732,7.64,10,7,5,9,3,0,2,4,2,4,13,82.48,1
Student_1734,STU101733,7.13,5,5,8,5,2,0,2,7,0,3,12,64.02,1
Student_1735,STU101734,5.65,1,9,8,9,0,0,2,7,1,11,1,59.28,1
Student_1736,STU101735,9.43,8,2,1,3,2,1,1,3,2,10,5,65.21,1
Student_1737,STU101736,7.25,4,4,10,4,1,4,2,0,1,1,1,63.36,1
Student_1738,STU101737,5.97,9,2,1,1,6,1,2,8,0,2,13,53.74,1
Student_1739,STU101738,6.84,4,8,10,5,3,1,1,5,2,8,7,69.1,1
Student_1740,STU101739,7.07,2,1,6,7,3,3,1,1,0,6,8,52.44,1
Student_1741,STU101740,9.14,3,9,7,7,5,1,2,3,1,6,11,77.66,1
Student_1742,STU101741,8.67,5,5,2,6,1,3,1,4,2,1,6,65.59,1
Student_1743,STU101742,8.85,10,3,2,6,0,0,1,5,2,8,3,71.98,1
Student_1744,STU101743,5.06,6,4,5,8,2,0,0,4,2,6,14,56.37,1
Student_1745,STU101744,7.08,7,1,9,10,0,1,1,8,2,4,12,67.79,1
Student_1746,STU101745,7.41,4,3,5,9,1,1,0,1,0,11,10,60.59,1
Student_1747,STU101746,5.1,7,8,8,4,6,0,0,2,0,3,1,66.73,1
Student_1748,STU101747,6.3,10,2,8,4,2,2,0,2,1,11,2,66.96,1
Student_1749,STU101748,8.8,3,2,5,8,1,0,0,2,2,6,2,60.44,1
Student_1750,STU101749,5.69,7,9,8,5,3,2,0,5,1,3,10,71.34,1
Student_1751,STU101750,7.68,4,5,8,10,3,0,1,7,0,4,2,70.17,1
Student_1752,STU101751,6.08,8,5,5,9,3,4,1,4,1,10,10,70.62,1
Student_1753,STU101752,5.06,9,1,5,6,4,3,1,5,0,8,5,58.63,1
Student_1754,STU101753,6.21,7,6,4,9,4,3,2,0,2,11,2,69.44,1
Student_1755,STU101754,9.88,8,8,1,4,3,4,1,2,1,7,9,80.6,1
Student_1756,STU101755,9.01,8,6,9,1,6,2,0,3,2,7,6,79.98,1
Student_1757,STU101756,9.8,2,7,2,4,4,1,2,6,0,6,7,64.97,1
Student_1758,STU101757,7.44,9,4,1,9,6,1,2,4,1,8,3,72.05,1
Student_1759,STU101758,5.55,6,2,6,7,4,3,1,0,1,9,10,57.74,1
Student_1760,STU101759,7.74,4,1,5,6,5,1,2,2,2,1,7,57.36,1
Student_1761,STU101760,7.27,5,6,1,2,1,2,1,1,2,3,4,55.5,1
Student_1762,STU101761,9.22,10,9,7,4,5,1,1,5,2,8,8,90.45,1
Student_1763,STU101762,5.49,5,10,7,1,6,0,0,4,1,1,9,62.61,1
Student_1764,STU101763,7.44,7,5,3,3,2,4,2,2,0,9,5,64.11,1
Student_1765,STU101764,5.75,9,2,8,2,3,3,2,1,2,1,3,61.37,1
Student_1766,STU101765,6.62,7,1,6,4,5,1,2,0,2,9,14,58.59,1
Student_1767,STU101766,8.69,9,3,4,4,5,2,1,1,0,7,11,73.04,1
Student_1768,STU101767,7.38,4,4,10,9,4,1,2,4,1,6,6,69.54,1
Student_1769,STU101768,6.88,10,7,10,7,1,4,0,4,1,9,3,84.0,1
Student_1770,STU101769,6.97,10,9,10,3,1,0,2,8,0,10,6,80.96,1
Student_1771,STU101770,7.3,4,8,3,7,5,3,2,5,2,4,7,67.52,1
Student_1772,STU101771,8.93,6,9,1,8,2,3,0,2,1,5,6,77.4,1
Student_1773,STU101772,9.46,8,7,2,7,6,2,1,2,2,10,4,82.33,1
Student_1774,STU101773,9.78,9,10,2,8,1,0,1,2,2,2,7,88.14,1
Student_1775,STU101774,8.93,1,8,5,9,0,1,2,7,0,11,2,67.76,1
Student_1776,STU101775,6.58,1,8,4,1,0,1,0,8,1,11,13,48.23,0
Student_1777,STU101776,8.44,8,1,2,10,3,2,0,2,0,3,5,69.78,1
Student_1778,STU101777,7.19,7,9,9,6,5,0,0,0,1,7,6,79.56,1
Student_1779,STU101778,6.27,9,2,7,4,2,2,1,7,2,5,6,63.44,1
Student_1780,STU101779,9.2,3,7,8,1,5,4,1,1,2,8,5,70.53,1
Student_1781,STU101780,5.19,10,10,8,2,0,4,1,6,1,3,10,73.89,1
Student_1782,STU101781,9.51,5,10,2,10,6,1,0,6,1,3,5,83.67,1
Student_1783,STU101782,7.31,3,5,5,4,2,4,1,8,2,1,8,57.93,1
Student_1784,STU101783,8.19,5,4,3,1,6,2,2,7,2,1,5,59.72,1
Student_1785,STU101784,8.3,10,1,10,6,3,3,1,8,0,2,11,78.86,1
Student_1786,STU101785,9.48,1,1,9,1,1,4,2,0,2,7,6,55.77,1
Student_1787,STU101786,8.18,4,3,9,9,1,2,1,2,2,9,10,68.75,1
Student_1788,STU101787,8.07,6,1,6,10,1,3,2,3,1,6,1,67.75,1
Student_1789,STU101788,5.33,2,8,4,3,0,3,0,2,0,5,1,48.93,0
Student_1790,STU101789,7.59,7,3,8,1,6,4,1,7,0,4,1,66.97,1
Student_1791,STU101790,5.75,8,10,5,6,2,0,2,6,1,4,4,71.58,1
Student_1792,STU101791,8.69,1,2,3,6,0,4,0,4,1,7,3,52.63,1
Student_1793,STU101792,7.56,4,6,8,7,4,4,2,4,0,1,5,70.82,1
Student_1794,STU101793,8.4,4,4,6,7,2,0,1,3,1,6,7,65.09,1
Student_1795,STU101794,5.21,5,4,5,10,3,4,1,4,1,1,6,59.8,1
Student_1796,STU101795,5.42,4,2,1,4,6,2,1,4,0,4,3,44.19,0
Student_1797,STU101796,8.58,9,2,3,5,0,0,0,3,1,10,14,66.94,1
Student_1798,STU101797,5.36,7,6,7,3,1,2,1,4,1,6,2,60.39,1
Student_1799,STU101798,5.36,2,5,3,6,1,3,0,6,0,11,2,46.79,0
Student_1800,STU101799,5.06,1,9,1,7,1,0,0,8,0,2,3,47.3,0
Student_1801,STU101800,9.78,9,4,8,9,0,3,1,6,1,5,10,87.01,1
Student_1802,STU101801,8.69,1,5,7,9,6,1,1,0,2,11,3,67.37,1
Student_1803,STU101802,6.77,6,1,5,5,0,1,1,8,2,11,3,54.08,1
Student_1804,STU101803,6.48,2,2,10,4,1,2,1,2,1,10,14,51.23,1
Student_1805,STU101804,6.75,4,3,5,7,1,3,2,1,1,4,8,56.84,1
Student_1806,STU101805,8.87,6,5,6,3,1,3,2,8,2,3,14,69.79,1
Student_1807,STU101806,8.31,5,5,7,4,4,0,2,1,0,10,3,67.56,1
Student_1808,STU101807,5.93,6,4,3,9,0,1,0,8,2,6,6,58.12,1
Student_1809,STU101808,5.87,3,10,4,5,1,2,0,4,2,7,9,59.01,1
Student_1810,STU101809,5.49,5,3,1,10,3,2,2,5,0,2,14,53.54,1
Student_1811,STU101810,8.3,2,9,7,7,1,0,1,6,1,6,8,69.23,1
Student_1812,STU101811,8.82,7,1,10,2,6,0,0,6,0,10,6,69.59,1
Student_1813,STU101812,6.33,3,6,2,9,0,2,0,3,1,1,13,55.74,1
Student_1814,STU101813,5.1,1,7,7,5,3,0,0,3,1,10,10,49.72,0
Student_1815,STU101814,5.41,8,10,6,5,6,3,0,4,2,11,5,74.2,1
Student_1816,STU101815,9.84,8,4,4,4,5,2,2,8,0,11,5,77.04,1
Student_1817,STU101816,6.48,3,10,2,8,5,4,2,0,1,4,8,65.97,1
Student_1818,STU101817,8.85,7,3,7,4,5,1,0,7,0,11,7,71.98,1
Student_1819,STU101818,8.12,9,8,7,2,6,1,1,7,1,6,11,80.42,1
Student_1820,STU101819,6.91,8,9,5,5,0,4,2,6,0,3,5,74.48,1
Student_1821,STU101820,6.03,3,1,9,3,0,4,0,5,0,9,11,48.31,0
Student_1822,STU101821,5.61,2,10,3,4,6,3,2,2,1,3,14,56.85,1
Student_1823,STU101822,8.08,10,9,9,3,0,2,0,7,0,4,10,84.79,1
Student_1824,STU101823,8.87,7,7,5,7,2,0,1,6,1,5,6,77.72,1
Student_1825,STU101824,8.22,7,1,2,6,6,1,0,7,1,10,12,63.24,1
Student_1826,STU101825,7.65,9,7,9,2,3,4,0,1,0,8,13,79.12,1
Student_1827,STU101826,5.21,5,5,1,8,4,2,0,7,2,10,13,54.13,1
Student_1828,STU101827,9.84,4,10,1,5,4,0,1,6,0,2,5,74.2,1
Student_1829,STU101828,8.99,8,7,7,6,2,1,0,5,1,4,11,82.17,1
Student_1830,STU101829,6.46,4,9,3,8,0,2,0,8,1,11,14,63.62,1
Student_1831,STU101830,9.9,4,8,8,7,4,1,2,7,1,2,9,81.81,1
Student_1832,STU101831,8.01,2,6,7,3,3,3,0,4,0,3,11,61.27,1
Student_1833,STU101832,7.91,1,2,7,2,6,1,2,4,2,3,6,51.24,1
Student_1834,STU101833,8.74,4,8,1,3,1,3,0,8,2,7,3,64.17,1
Student_1835,STU101834,9.06,7,4,1,8,6,3,1,7,1,5,3,73.94,1
Student_1836,STU101835,8.28,9,8,2,4,3,3,1,3,1,2,10,77.08,1
Student_1837,STU101836,5.64,9,7,2,8,0,0,1,8,2,6,10,66.04,1
Student_1838,STU101837,6.69,10,4,5,4,3,0,0,5,1,4,4,67.94,1
Student_1839,STU101838,9.64,1,8,9,7,5,3,1,4,1,2,5,76.81,1
Student_1840,STU101839,6.12,5,2,7,6,0,2,1,6,1,3,12,54.9,1
Student_1841,STU101840,6.86,7,9,2,10,3,3,0,8,1,2,9,75.42,1
Student_1842,STU101841,7.16,7,6,5,1,2,2,2,0,2,4,10,63.57,1
Student_1843,STU101842,7.2,10,7,5,8,6,1,0,8,2,3,11,81.87,1
Student_1844,STU101843,8.06,6,10,8,6,3,0,0,4,2,8,2,80.18,1
Student_1845,STU101844,9.72,10,1,9,2,6,2,2,8,0,4,2,79.96,1
Student_1846,STU101845,6.2,4,3,8,5,5,2,1,4,2,10,14,57.49,1
Student_1847,STU101846,5.61,3,10,2,2,4,2,0,6,1,3,1,54.01,1
Student_1848,STU101847,5.99,9,5,4,10,1,4,2,6,0,10,8,71.4,1
Student_1849,STU101848,9.43,10,7,2,7,2,0,2,8,1,9,1,83.35,1
Student_1850,STU101849,8.23,4,1,6,10,3,4,1,4,1,9,13,65.55,1
Student_1851,STU101850,6.43,8,9,4,6,0,1,0,6,0,3,6,70.88,1
Student_1852,STU101851,9.08,1,5,7,7,2,2,2,4,1,4,2,64.95,1
Student_1853,STU101852,9.31,7,3,2,6,4,0,0,3,1,7,9,69.27,1
Student_1854,STU101853,9.23,6,7,9,10,1,0,0,0,0,3,4,84.26,1
Student_1855,STU101854,9.59,1,10,5,1,5,0,1,4,2,10,10,66.97,1
Student_1856,STU101855,6.26,4,8,1,3,1,2,0,3,1,9,11,53.76,1
Student_1857,STU101856,8.78,5,10,3,10,3,3,1,0,2,7,5,81.34,1
Student_1858,STU101857,7.3,8,10,4,2,5,3,2,0,1,6,2,75.46,1
Student_1859,STU101858,9.21,4,3,3,1,4,3,1,4,1,6,5,59.23,1
Student_1860,STU101859,8.64,3,7,6,1,4,4,1,8,1,8,7,65.47,1
Student_1861,STU101860,8.88,2,7,6,4,1,2,2,0,0,9,5,64.72,1
Student_1862,STU101861,8.28,4,4,10,1,1,1,1,7,2,3,1,62.34,1
Student_1863,STU101862,5.89,10,10,7,2,4,4,1,8,1,3,9,77.8,1
Student_1864,STU101863,7.73,4,9,9,1,6,0,2,3,2,8,2,69.8,1
Student_1865,STU101864,9.92,10,1,10,6,1,3,1,7,1,3,13,84.16,1
Student_1866,STU101865,9.69,5,1,9,4,0,0,0,0,0,4,4,66.24,1
Student_1867,STU101866,5.22,7,5,7,8,1,4,1,3,2,7,14,64.94,1
Student_1868,STU101867,5.82,9,3,1,5,0,3,1,1,0,7,6,57.12,1
Student_1869,STU101868,5.66,2,10,3,10,5,2,0,3,2,2,1,62.72,1
Student_1870,STU101869,8.63,5,9,5,5,1,3,1,1,2,11,9,74.5,1
Student_1871,STU101870,9.09,10,5,10,8,2,3,2,2,2,2,9,90.5,1
Student_1872,STU101871,6.07,9,7,6,10,2,3,2,0,1,4,8,77.38,1
Student_1873,STU101872,7.53,3,1,6,6,6,4,0,2,0,5,9,57.67,1
Student_1874,STU101873,9.2,1,2,5,6,6,3,2,6,1,6,13,59.76,1
Student_1875,STU101874,8.66,2,4,6,3,5,4,1,7,1,7,4,61.02,1
Student_1876,STU101875,7.71,6,9,9,6,5,0,2,5,0,3,9,79.36,1
Student_1877,STU101876,7.95,5,5,1,10,6,2,1,0,2,1,4,68.4,1
Student_1878,STU101877,7.54,1,5,1,7,2,3,1,6,0,2,5,52.6,1
Student_1879,STU101878,6.49,1,9,9,2,5,4,1,2,1,1,6,60.91,1
Student_1880,STU101879,7.83,4,8,8,3,0,3,1,8,1,2,11,67.93,1
Student_1881,STU101880,8.44,4,2,9,6,6,3,1,1,2,6,7,68.08,1
Student_1882,STU101881,9.37,6,7,7,10,0,3,2,8,1,10,11,83.68,1
Student_1883,STU101882,8.18,6,1,10,9,3,1,1,1,1,7,3,71.58,1
Student_1884,STU101883,8.81,10,10,6,9,3,2,0,1,1,8,2,94.49,1
Student_1885,STU101884,5.8,6,9,9,8,1,2,0,3,1,8,12,72.91,1
Student_1886,STU101885,7.31,1,3,2,8,0,4,0,1,1,10,5,49.99,0
Student_1887,STU101886,5.05,10,2,4,9,6,0,2,6,1,7,10,64.26,1
Student_1888,STU101887,6.23,9,4,2,9,2,0,0,2,0,2,3,65.55,1
Student_1889,STU101888,8.63,7,4,6,10,2,0,1,3,1,11,11,76.2,1
Student_1890,STU101889,9.96,7,3,1,9,6,3,2,0,2,9,3,76.95,1
Student_1891,STU101890,5.5,7,2,7,5,2,4,2,3,2,5,7,58.11,1
Student_1892,STU101891,7.01,2,5,7,6,1,3,1,3,0,4,6,57.87,1
Student_1893,STU101892,9.0,2,4,7,5,0,1,0,3,1,2,13,61.23,1
Student_1894,STU101893,6.02,6,5,4,1,5,4,1,8,0,11,11,56.78,1
Student_1895,STU101894,7.78,7,8,8,4,1,4,0,2,0,8,12,76.8,1
Student_1896,STU101895,8.67,3,2,5,1,5,4,0,6,2,10,3,56.52,1
Student_1897,STU101896,8.08,4,9,2,1,4,1,0,3,2,4,7,62.68,1
Student_1898,STU101897,5.94,3,10,5,3,4,4,0,0,0,1,10,60.99,1
Student_1899,STU101898,6.78,7,1,10,7,3,1,0,2,1,6,11,66.03,1
Student_1900,STU101899,8.92,7,8,9,1,5,0,1,8,2,11,10,79.06,1
Student_1901,STU101900,7.77,4,5,10,7,0,4,2,5,1,4,6,69.96,1
Student_1902,STU101901,5.03,7,2,1,10,5,3,2,7,1,7,1,56.25,1
Student_1903,STU101902,8.8,5,8,2,10,5,2,2,8,0,7,14,77.45,1
Student_1904,STU101903,5.18,1,5,10,1,2,1,1,7,0,10,5,45.5,0
Student_1905,STU101904,8.73,10,10,8,9,0,0,1,4,1,11,4,93.61,1
Student_1906,STU101905,6.01,4,10,5,5,6,0,2,5,2,5,3,64.67,1
Student_1907,STU101906,9.79,7,3,9,6,5,2,0,1,2,9,3,80.81,1
Student_1908,STU101907,6.84,2,7,6,9,5,4,2,8,2,7,8,65.7,1
Student_1909,STU101908,6.63,2,4,8,3,5,3,2,5,2,10,3,54.66,1
Student_1910,STU101909,5.74,1,10,1,3,3,2,0,7,1,5,11,49.43,0
Student_1911,STU101910,6.53,2,6,9,5,6,4,0,6,2,8,2,62.2,1
Student_1912,STU101911,9.38,10,10,9,7,2,4,0,1,2,11,5,98.46,1
Student_1913,STU101912,9.98,8,8,3,3,1,1,1,1,0,10,10,79.29,1
Student_1914,STU101913,6.84,8,1,1,4,2,3,0,4,2,11,3,55.49,1
Student_1915,STU101914,7.24,8,2,8,2,5,3,2,2,0,11,10,66.15,1
Student_1916,STU101915,8.61,1,8,8,9,5,1,2,0,2,2,3,72.72,1
Student_1917,STU101916,9.43,1,7,9,10,6,4,2,2,0,6,8,78.81,1
Student_1918,STU101917,7.97,10,10,6,9,4,4,2,6,1,8,9,92.86,1
Student_1919,STU101918,6.96,4,9,9,2,1,3,0,8,2,7,2,66.74,1
Student_1920,STU101919,7.06,6,2,10,5,5,3,1,3,0,4,13,66.57,1
Student_1921,STU101920,8.48,8,8,9,1,6,3,2,7,2,1,14,81.85,1
Student_1922,STU101921,5.02,2,6,4,8,2,3,0,5,1,3,1,51.11,1
Student_1923,STU101922,8.1,3,1,5,6,6,4,0,3,1,5,8,58.79,1
Student_1924,STU101923,6.78,6,4,6,10,1,3,1,2,1,6,12,67.73,1
Student_1925,STU101924,8.97,10,2,6,10,4,4,1,4,1,3,10,84.36,1
Student_1926,STU101925,5.46,4,7,10,2,4,1,0,2,2,2,10,59.09,1
Student_1927,STU101926,7.94,2,9,2,2,0,0,2,7,1,3,6,55.89,1
Student_1928,STU101927,7.4,7,6,4,10,5,1,2,5,2,5,12,74.73,1
Student_1929,STU101928,8.21,4,4,9,5,6,1,1,5,1,3,13,68.3,1
Student_1930,STU101929,5.32,8,5,7,7,4,2,0,6,2,8,9,67.04,1
Student_1931,STU101930,7.9,8,1,9,9,4,1,2,6,1,7,12,74.44,1
Student_1932,STU101931,7.81,7,4,6,9,4,2,0,7,1,9,13,74.08,1
Student_1933,STU101932,7.8,10,10,7,6,5,2,0,4,0,3,1,89.35,1
Student_1934,STU101933,8.02,9,3,9,2,6,2,2,4,1,8,5,74.35,1
Student_1935,STU101934,8.38,4,9,4,6,3,1,2,5,2,9,5,71.24,1
Student_1936,STU101935,9.02,7,6,9,1,6,0,2,3,0,11,3,76.62,1
Student_1937,STU101936,6.35,10,4,3,2,6,2,1,1,1,8,2,64.89,1
Student_1938,STU101937,9.13,10,3,8,3,6,3,1,1,1,5,9,81.59,1
Student_1939,STU101938,7.49,1,4,3,5,4,3,0,1,0,6,11,51.84,1
Student_1940,STU101939,5.39,4,8,3,10,6,4,2,1,2,10,7,64.48,1
Student_1941,STU101940,5.29,2,5,3,1,0,3,2,4,0,9,9,40.27,0
Student_1942,STU101941,6.67,9,1,9,10,1,3,0,1,0,2,3,72.39,1
Student_1943,STU101942,8.92,5,5,10,5,3,2,2,6,1,9,1,75.09,1
Student_1944,STU101943,8.54,3,8,3,5,1,1,2,3,2,1,2,64.51,1
Student_1945,STU101944,8.94,4,4,6,4,1,3,2,4,2,11,6,64.96,1
Student_1946,STU101945,7.59,6,2,4,3,6,1,1,1,0,10,6,59.04,1
Student_1947,STU101946,7.2,10,3,2,7,6,0,0,0,0,6,13,69.96,1
Student_1948,STU101947,5.74,1,9,3,7,0,3,2,8,1,1,2,53.4,1
Student_1949,STU101948,6.64,7,7,5,1,6,0,1,5,1,1,9,64.34,1
Student_1950,STU101949,7.17,8,3,10,7,3,0,1,4,0,3,10,72.68,1
Student_1951,STU101950,5.44,7,5,4,3,5,4,0,4,0,11,14,59.01,1
Student_1952,STU101951,6.1,7,3,5,3,2,1,2,1,2,4,1,55.96,1
Student_1953,STU101952,7.99,9,10,1,6,4,1,1,7,0,4,4,79.9,1
Student_1954,STU101953,8.68,4,4,4,6,1,4,1,3,1,10,4,64.5,1
Student_1955,STU101954,9.99,7,8,10,4,1,2,0,3,0,10,14,86.7,1
Student_1956,STU101955,9.67,9,3,3,5,0,4,1,7,2,5,1,75.23,1
Student_1957,STU101956,8.21,5,3,2,3,5,4,2,3,2,6,12,59.8,1
Student_1958,STU101957,7.11,2,8,7,3,0,4,1,0,2,4,5,59.97,1
Student_1959,STU101958,8.18,5,10,10,9,0,0,1,3,2,7,6,82.36,1
Student_1960,STU101959,8.93,4,10,9,5,3,1,2,0,2,2,9,79.66,1
Student_1961,STU101960,5.59,8,7,1,1,6,2,1,5,1,8,11,59.04,1
Student_1962,STU101961,7.05,5,7,7,9,5,3,0,1,2,4,8,73.9,1
Student_1963,STU101962,9.2,9,10,1,10,6,3,1,8,1,6,4,91.51,1
Student_1964,STU101963,6.92,9,2,5,6,6,3,0,3,1,10,6,68.85,1
Student_1965,STU101964,7.86,3,7,1,9,4,2,0,7,2,1,7,64.64,1
Student_1966,STU101965,7.94,10,10,3,7,3,3,2,1,2,2,6,85.94,1
Student_1967,STU101966,5.92,6,10,8,10,0,2,0,4,1,4,5,75.65,1
Student_1968,STU101967,6.81,6,3,4,10,6,3,1,7,1,10,1,66.71,1
Student_1969,STU101968,6.67,4,7,1,7,0,3,2,0,2,9,7,58.22,1
Student_1970,STU101969,5.13,10,4,1,5,5,2,0,5,1,1,11,60.61,1
Student_1971,STU101970,5.12,3,8,8,7,5,1,0,1,0,1,7,61.14,1
Student_1972,STU101971,9.16,1,8,8,10,6,2,0,4,0,7,5,77.17,1
Student_1973,STU101972,6.37,7,6,4,4,1,2,1,0,1,10,12,62.13,1
Student_1974,STU101973,7.59,5,3,4,6,3,4,1,3,1,8,14,61.87,1
Student_1975,STU101974,6.49,10,6,10,2,6,0,0,2,1,7,9,75.65,1
Student_1976,STU101975,9.7,7,6,2,10,3,0,2,4,0,3,12,79.88,1
Student_1977,STU101976,6.3,1,3,2,3,5,1,1,7,1,8,3,41.44,0
Student_1978,STU101977,7.15,8,4,6,2,4,1,2,8,2,8,1,65.23,1
Student_1979,STU101978,9.36,3,2,8,10,3,1,1,4,0,5,5,70.03,1
Student_1980,STU101979,9.21,7,1,7,2,5,0,2,8,1,8,4,67.17,1
Student_1981,STU101980,5.93,3,2,7,7,4,1,2,3,0,2,6,52.45,1
Student_1982,STU101981,9.01,3,7,3,5,2,1,0,4,0,9,2,65.24,1
Student_1983,STU101982,7.29,10,10,2,6,5,2,0,8,0,5,5,81.66,1
Student_1984,STU101983,7.41,9,5,10,3,4,2,0,8,2,3,8,76.47,1
Student_1985,STU101984,5.67,2,9,7,10,0,0,0,1,2,11,8,61.62,1
Student_1986,STU101985,5.4,4,3,4,5,2,2,2,4,2,6,12,48.08,0
Student_1987,STU101986,8.64,6,2,1,5,6,1,0,7,0,6,2,62.07,1
Student_1988,STU101987,7.48,3,4,1,4,1,2,1,0,1,3,14,50.66,1
Student_1989,STU101988,7.18,10,2,4,10,1,4,0,3,0,7,3,73.28,1
Student_1990,STU101989,8.65,10,7,5,4,1,2,0,7,1,8,9,80.82,1
Student_1991,STU101990,8.83,7,10,5,8,0,0,1,1,1,2,11,82.67,1
Student_1992,STU101991,5.79,7,6,1,6,6,1,0,0,2,1,11,60.96,1
Student_1993,STU101992,8.05,5,8,3,2,5,1,0,5,1,11,7,65.97,1
Student_1994,STU101993,5.68,3,5,6,2,1,0,0,5,1,10,9,47.49,0
Student_1995,STU101994,8.76,2,2,10,2,4,2,1,0,2,9,13,59.71,1
Student_1996,STU101995,8.28,4,4,7,6,5,1,1,2,1,10,4,66.88,1
Student_1997,STU101996,9.78,4,1,1,1,0,1,0,7,2,2,11,52.42,1
Student_1998,STU101997,5.34,8,2,8,3,3,4,1,8,0,8,7,59.18,1
Student_1999,STU101998,5.29,8,4,4,1,0,0,2,7,1,2,7,51.61,1
Student_2000,STU101999,6.41,5,6,9,4,6,2,1,0,2,10,13,66.26,1
Student_2001,STU102000,6.31,6,4,6,1,0,2,0,3,0,3,7,54.52,1
Student_2002,STU102001,6.23,8,4,1,9,3,1,1,8,0,5,10,63.28,1
Student_2003,STU102002,9.53,1,10,2,6,6,3,0,0,2,2,11,71.27,1
Student_2004,STU102003,6.25,5,10,3,8,4,4,2,3,1,9,13,70.16,1
Student_2005,STU102004,6.36,4,2,2,2,2,4,2,6,1,11,5,45.65,0
Student_2006,STU102005,8.8,4,9,10,6,3,4,0,6,1,3,6,81.42,1
Student_2007,STU102006,7.25,2,10,7,4,0,1,1,6,1,7,4,63.36,1
Student_2008,STU102007,8.88,10,8,1,7,1,0,2,3,2,2,11,81.17,1
Student_2009,STU102008,5.33,1,8,9,8,3,0,0,7,0,2,9,58.01,1
Student_2010,STU102009,7.44,6,5,2,6,3,4,0,2,1,7,4,64.68,1
Student_2011,STU102010,5.17,7,3,4,1,2,3,2,8,2,1,9,50.0,0
Student_2012,STU102011,5.31,5,6,8,8,6,3,0,5,2,3,9,65.86,1
Student_2013,STU102012,9.53,8,9,3,1,0,2,2,6,1,2,5,76.94,1
Student_2014,STU102013,5.7,9,8,9,9,1,3,2,8,1,4,9,79.32,1
Student_2015,STU102014,7.66,2,7,7,2,1,4,1,3,0,4,9,59.88,1
Student_2016,STU102015,7.06,4,8,10,10,2,2,0,4,2,10,12,75.64,1
Student_2017,STU102016,6.74,9,4,3,6,5,4,2,0,2,1,3,69.27,1
Student_2018,STU102017,9.5,5,6,3,8,1,0,2,7,0,5,12,72.29,1
Student_2019,STU102018,5.11,3,5,5,5,4,4,1,1,1,7,13,51.46,1
Student_2020,STU102019,8.32,6,2,5,2,3,2,2,4,1,9,3,60.8,1
Student_2021,STU102020,9.82,3,8,10,5,3,4,1,4,1,4,4,80.36,1
Student_2022,STU102021,7.8,5,3,5,1,1,1,2,3,1,6,8,55.34,1
Student_2023,STU102022,9.68,3,5,9,8,1,2,0,3,0,9,3,74.7,1
Student_2024,STU102023,5.26,6,8,9,8,1,3,0,1,2,1,2,69.63,1
Student_2025,STU102024,7.09,10,9,6,2,3,0,0,2,1,10,12,76.9,1
Student_2026,STU102025,6.3,5,9,7,6,1,3,1,1,0,11,14,68.66,1
Student_2027,STU102026,8.65,9,5,10,8,4,4,0,0,0,1,6,88.19,1
Student_2028,STU102027,9.91,3,2,8,10,4,3,1,3,2,8,3,73.91,1
Student_2029,STU102028,6.28,6,7,9,8,3,2,1,8,0,10,9,72.55,1
Student_2030,STU102029,8.27,8,7,6,7,5,1,1,5,2,11,10,81.01,1
Student_2031,STU102030,5.99,7,8,8,3,0,3,2,7,1,9,9,67.43,1
Student_2032,STU102031,7.83,6,8,2,4,6,4,1,1,2,1,10,70.76,1
Student_2033,STU102032,7.32,2,5,10,1,0,3,2,1,1,11,6,56.26,1
Student_2034,STU102033,9.86,7,1,8,9,0,3,1,1,1,10,5,77.68,1
Student_2035,STU102034,8.04,8,4,2,10,4,2,1,7,1,7,11,73.86,1
Student_2036,STU102035,6.75,1,4,8,10,6,4,2,0,0,5,2,61.94,1
Student_2037,STU102036,5.57,9,3,2,2,2,4,2,4,0,11,8,55.56,1
Student_2038,STU102037,5.76,4,8,3,10,6,1,0,3,0,8,3,64.25,1
Student_2039,STU102038,6.13,8,3,7,7,0,2,0,0,1,11,5,64.58,1
Student_2040,STU102039,6.25,10,5,9,8,2,2,2,6,0,6,10,77.53,1
Student_2041,STU102040,9.25,7,2,3,4,3,0,0,0,1,10,11,65.63,1
Student_2042,STU102041,7.81,10,6,5,10,6,1,2,5,0,4,14,84.86,1
